province,type,tanggal,klasifikasi,all_available_room,room_total
Bali,Hotel,10/9/2020,Rated,34042,52885
Bali,Hotel,10/9/2020,Not Rated,676,787
Bali,Hotel,10/10/2020,Rated,32485,51731
Bali,Hotel,10/10/2020,Not Rated,655,781
Bali,Hotel,10/11/2020,Rated,32092,50933
Bali,Hotel,10/11/2020,Not Rated,666,785
Bali,Hotel,10/12/2020,Rated,33305,52944
Bali,Hotel,10/12/2020,Not Rated,663,785
Bali,Hotel,10/13/2020,Rated,33119,52913
Bali,Hotel,10/13/2020,Not Rated,670,786
Bali,Hotel,10/14/2020,Rated,31296,51076
Bali,Hotel,10/14/2020,Not Rated,666,787
Bali,Hotel,10/15/2020,Rated,32261,52300
Bali,Hotel,10/15/2020,Not Rated,667,785
Bali,Hotel,10/16/2020,Rated,32057,51631
Bali,Hotel,10/16/2020,Not Rated,649,765
Bali,Hotel,10/17/2020,Rated,33276,52525
Bali,Hotel,10/17/2020,Not Rated,618,737
Bali,Hotel,10/18/2020,Rated,32139,52079
Bali,Hotel,10/18/2020,Not Rated,638,761
Bali,Hotel,10/19/2020,Rated,33399,52394
Bali,Hotel,10/19/2020,Not Rated,654,776
Bali,Hotel,10/20/2020,Rated,32781,51564
Bali,Hotel,10/20/2020,Not Rated,656,768
Bali,Hotel,10/21/2020,Rated,33218,52655
Bali,Hotel,10/21/2020,Not Rated,672,769
Bali,Hotel,10/22/2020,Rated,31471,51418
Bali,Hotel,10/22/2020,Not Rated,658,766
Bali,Hotel,10/23/2020,Rated,30486,50853
Bali,Hotel,10/23/2020,Not Rated,632,753
Bali,Hotel,10/24/2020,Rated,33538,53331
Bali,Hotel,10/24/2020,Not Rated,660,756
Bali,Hotel,10/25/2020,Rated,32203,52269
Bali,Hotel,10/25/2020,Not Rated,558,690
Bali,Hotel,10/26/2020,Rated,33023,52899
Bali,Hotel,10/26/2020,Not Rated,623,745
Bali,Hotel,10/27/2020,Rated,31507,52171
Bali,Hotel,10/27/2020,Not Rated,620,741
Bali,Hotel,10/28/2020,Rated,31058,50543
Bali,Hotel,10/28/2020,Not Rated,445,543
Bali,Hotel,10/29/2020,Rated,31967,52467
Bali,Hotel,10/29/2020,Not Rated,612,732
Bali,Hotel,10/30/2020,Rated,30148,49964
Bali,Hotel,10/30/2020,Not Rated,590,730
Bali,Hotel,10/31/2020,Rated,33065,52971
Bali,Hotel,10/31/2020,Not Rated,576,719
Bali,Hotel,11/2/2020,Rated,30586,51350
Bali,Hotel,11/2/2020,Not Rated,616,752
Bali,Hotel,11/3/2020,Rated,30556,50857
Bali,Hotel,11/3/2020,Not Rated,626,758
Bali,Hotel,11/4/2020,Rated,29856,50571
Bali,Hotel,11/4/2020,Not Rated,621,753
Bali,Hotel,11/5/2020,Rated,30412,51249
Bali,Hotel,11/5/2020,Not Rated,612,745
Bali,Hotel,11/6/2020,Rated,30546,51422
Bali,Hotel,11/6/2020,Not Rated,604,730
Bali,Hotel,11/7/2020,Rated,27918,48904
Bali,Hotel,11/7/2020,Not Rated,595,725
Bali,Hotel,11/8/2020,Rated,29069,49511
Bali,Hotel,11/8/2020,Not Rated,626,752
Bali,Hotel,11/9/2020,Rated,29579,50120
Bali,Hotel,11/9/2020,Not Rated,616,745
Bali,Hotel,11/10/2020,Rated,31224,51257
Bali,Hotel,11/10/2020,Not Rated,636,759
Bali,Hotel,11/11/2020,Rated,30946,51703
Bali,Hotel,11/11/2020,Not Rated,630,758
Bali,Hotel,11/12/2020,Rated,30905,51797
Bali,Hotel,11/12/2020,Not Rated,635,760
Bali,Hotel,11/13/2020,Rated,30578,50767
Bali,Hotel,11/13/2020,Not Rated,610,738
Bali,Hotel,11/14/2020,Rated,30878,50746
Bali,Hotel,11/14/2020,Not Rated,571,703
Bali,Hotel,11/15/2020,Rated,30739,51242
Bali,Hotel,11/15/2020,Not Rated,647,744
Bali,Hotel,11/16/2020,Rated,31729,52105
Bali,Hotel,11/16/2020,Not Rated,612,748
Bali,Hotel,11/17/2020,Rated,30449,51208
Bali,Hotel,11/17/2020,Not Rated,622,743
Bali,Hotel,11/18/2020,Rated,31168,51335
Bali,Hotel,11/18/2020,Not Rated,623,736
Bali,Hotel,11/19/2020,Rated,29640,50455
Bali,Hotel,11/19/2020,Not Rated,621,738
Bali,Hotel,11/20/2020,Rated,29350,50368
Bali,Hotel,11/20/2020,Not Rated,597,739
Bali,Hotel,11/23/2020,Rated,29440,50492
Bali,Hotel,11/23/2020,Not Rated,597,737
Bali,Hotel,11/24/2020,Rated,30048,50385
Bali,Hotel,11/24/2020,Not Rated,595,733
Bali,Hotel,11/25/2020,Rated,29993,51101
Bali,Hotel,11/25/2020,Not Rated,608,743
Bali,Hotel,11/26/2020,Rated,30661,51202
Bali,Hotel,11/26/2020,Not Rated,602,745
Bali,Hotel,11/28/2020,Rated,30090,50590
Bali,Hotel,11/28/2020,Not Rated,535,715
Bali,Hotel,11/29/2020,Rated,30819,51231
Bali,Hotel,11/29/2020,Not Rated,590,703
Bali,Hotel,11/30/2020,Rated,30087,51125
Bali,Hotel,11/30/2020,Not Rated,587,722
Bali,Hotel,12/1/2020,Rated,25138,46732
Bali,Hotel,12/1/2020,Not Rated,522,650
Bali,Hotel,12/2/2020,Rated,21823,43875
Bali,Hotel,12/2/2020,Not Rated,506,634
Bali,Hotel,12/3/2020,Rated,21358,43428
Bali,Hotel,12/3/2020,Not Rated,504,633
Bali,Hotel,12/4/2020,Rated,22958,44784
Bali,Hotel,12/4/2020,Not Rated,497,628
Bali,Hotel,12/5/2020,Rated,23469,44893
Bali,Hotel,12/5/2020,Not Rated,514,621
Bali,Hotel,12/6/2020,Rated,23012,44563
Bali,Hotel,12/6/2020,Not Rated,504,632
Bali,Hotel,12/7/2020,Rated,23934,45353
Bali,Hotel,12/7/2020,Not Rated,508,634
Bali,Hotel,12/8/2020,Rated,24368,45941
Bali,Hotel,12/8/2020,Not Rated,498,629
Bali,Hotel,12/9/2020,Rated,26103,47505
Bali,Hotel,12/9/2020,Not Rated,474,600
Bali,Hotel,12/10/2020,Rated,23403,45064
Bali,Hotel,12/10/2020,Not Rated,492,614
Bali,Hotel,12/11/2020,Rated,25156,46499
Bali,Hotel,12/11/2020,Not Rated,467,613
Bali,Hotel,12/12/2020,Rated,23615,44983
Bali,Hotel,12/12/2020,Not Rated,487,610
Bali,Hotel,12/13/2020,Rated,24613,46574
Bali,Hotel,12/13/2020,Not Rated,486,617
Bali,Hotel,12/14/2020,Rated,23767,46040
Bali,Hotel,12/14/2020,Not Rated,520,642
Bali,Hotel,12/15/2020,Rated,24047,45884
Bali,Hotel,12/15/2020,Not Rated,518,639
Bali,Hotel,12/16/2020,Rated,22730,44335
Bali,Hotel,12/16/2020,Not Rated,503,627
Bali,Hotel,12/17/2020,Rated,25662,47088
Bali,Hotel,12/17/2020,Not Rated,495,612
Bali,Hotel,12/18/2020,Rated,23622,45530
Bali,Hotel,12/18/2020,Not Rated,475,595
Bali,Hotel,12/19/2020,Rated,24757,46788
Bali,Hotel,12/19/2020,Not Rated,474,596
Bali,Hotel,12/20/2020,Rated,23497,45635
Bali,Hotel,12/20/2020,Not Rated,472,610
Bali,Hotel,12/21/2020,Rated,25562,47078
Bali,Hotel,12/21/2020,Not Rated,512,602
Bali,Hotel,12/22/2020,Rated,24495,46118
Bali,Hotel,12/22/2020,Not Rated,459,589
Bali,Hotel,12/23/2020,Rated,25858,47426
Bali,Hotel,12/23/2020,Not Rated,477,590
Bali,Hotel,12/24/2020,Rated,24308,46251
Bali,Hotel,12/24/2020,Not Rated,472,569
Bali,Hotel,12/25/2020,Rated,26381,48336
Bali,Hotel,12/25/2020,Not Rated,464,569
Bali,Hotel,12/26/2020,Rated,23094,45685
Bali,Hotel,12/26/2020,Not Rated,444,561
Bali,Hotel,12/27/2020,Rated,26009,47939
Bali,Hotel,12/27/2020,Not Rated,473,561
Bali,Hotel,12/28/2020,Rated,22471,45383
Bali,Hotel,12/28/2020,Not Rated,512,586
Bali,Hotel,12/29/2020,Rated,24314,47161
Bali,Hotel,12/29/2020,Not Rated,475,568
Bali,Hotel,12/30/2020,Rated,24240,45600
Bali,Hotel,12/30/2020,Not Rated,427,551
Bali,Hotel,12/31/2020,Rated,26194,46764
Bali,Hotel,12/31/2020,Not Rated,441,523
